"Player Code","Team Code","Last Name","First Name","Uniform Number","Class","Position","Height","Weight","Home Town","Home State","Home Country","Last School"
1022870,5,"Alexander","Bill",21,SO,CB,69,170,"Whigham",GA,US,"George Washington Carver"
1022862,5,"Alexander","Broderick",2,SO,RB,73,221,"Covington",GA,US,"Eastside"
1007928,5,"Anderson","Jake",73,SR,OT,78,305,"Erie",PA,US,"McDowell"
1030820,5,"Bailey","Austin",40,SO,FB,71,244,"West Friendship",MD,US,"DeMatha Catholic"
1015221,5,"Bice","Adam",65,JR,C,76,287,"Dresden",OH,US,"Tri Valley"
1030813,5,"Blake","Micklos",25,JR,CB,70,171,"Staten Island",NY,US,"Curtis"
1038393,5,"Bohan","Andrew",77,FR,OT,75,255,"Avon Lake",OH,US,"Avon Lake"
1038360,5,"Bostick","Karl",20,FR,RB,69,201,"Englewood",NJ,US,"Bergen Catholic"
1038392,5,"Brumbaugh","Dylan",75,FR,OT,76,286,"Green",OH,US,"Green"
1007929,5,"Campbell","Zack",8,SR,P,74,198,"Canton",OH,US,"Canton McKinley"
1030827,5,"Caponi","Nico",58,SO,DE,74,266,"Sandusky",OH,US,"Sandusky Perkins"
1038368,5,"Chambers","L.J.",29,FR,WR,73,185,"Bedford",OH,US,"Bedford"
1038369,5,"Cheek","Bryce",29,FR,CB,72,182,"Lewis Center",OH,US,"Olentangy"
1038389,5,"Chenault","Clayton",66,SO,OL,74,301,"Akron",OH,US,"Buchtel"
1030822,5,"Chisholm","Jawon",44,FR,RB,72,210,"Harrisburg",PA,US,"Harrisburg"
1038383,5,"Clay","John",51,FR,C,75,320,"East St. Louis",IL,US,"East St. Louis"
1030816,5,"Cunningham","Seth",37,SO,CB,72,184,"Medina",OH,US,"St. Edward"
1038354,5,"D'Orazio","Zach",11,FR,QB,74,212,"Avon Lake",OH,US,"Cuyahoga Heights"
1038394,5,"Davis","Mike",79,FR,C,75,296,"East St. Louis",IL,US,"East St. Louis"
1022884,5,"Dillard","Jerrod",88,SO,WR,76,199,"Adrian",MI,US,"Adrian"
1038370,5,"Fagnano","Jared",30,FR,WR,70,182,"Williamsport",PA,US,"Williamsport Area"
1038381,5,"Favors","Justin",48,SO,TE,75,235,"Trotwood",OH,US,"Trotwood"
1022860,5,"Fleming","Will",18,SO,TE,76,240,"Akron",OH,US,"Archbishop Hoban"
1038391,5,"Folmar","Ian",71,FR,OT,77,330,"Warren",OH,US,"Warren G. Harding"
1038362,5,"Ford","Bre'",23,FR,SS,71,215,"Bethel Park",PA,US,"Bethel Park"
1038357,5,"Fox","A.J.",17,FR,PK,70,211,"Youngstown",OH,US,"Cardinal Mooney"
1022872,5,"Fraley","Blake",46,SO,LB,70,219,"Hilliard",OH,US,"Hilliard Darby"
1022881,5,"Frieson","Dee",83,SO,WR,68,170,"Jacksonville",FL,US,"Fleming Island"
1015207,5,"Gilmer","Troy",5,JR,LB,73,223,"Huber Heights",OH,US,"Wayne"
1038358,5,"Graves","Sean",18,JR,S,72,181,"Akron",OH,US,"Buchtel"
