"Player Code","Team Code","Last Name","First Name","Uniform Number","Class","Position","Height","Weight","Home Town","Home State","Home Country","Last School"
1022870,5,"Alexander","Bill",21,JR,CB,69,170,"Whigham",GA,US,"George Washington Carver HS"
1022862,5,"Alexander","Broderick",2,JR,RB,73,221,"Covington",GA,US,"Eastside HS"
1046129,5,"Allen","Christian",49,FR,FB,74,247,"Morgantown",WV,US,"Morgantown HS"
1030820,5,"Bailey","Austin",40,JR,FB,71,244,"West Friendship",MD,US,"DeMatha Catholic HS"
1046134,5,"Baines","Keionne",57,FR,LB,71,220,"Seffner",FL,US,"Armwood"
1015221,5,"Bice","Adam",65,SR,OL,76,287,"Dresden",OH,US,"Tri Valley HS"
1053898,5,"Bice","Nick",1C,,,,,,,,
1030813,5,"Blake","Micklos",25,SR,CB,70,171,"Staten Island",NY,US,"Nassau CC (N.Y.)/Curtis HS"
1038393,5,"Bohan","Andrew",77,FR,OL,75,255,"Avon Lake",OH,US,"Avon Lake HS"
1046131,5,"Brown","Jatavis",53,FR,LB,73,190,"Belle Glade",FL,US,"Glades Central HS"
1038392,5,"Brumbaugh","Dylan",75,FR,OL,76,286,"Green",OH,US,"Green HS"
1030827,5,"Caponi","Nico",58,JR,DL,74,266,"Sandusky",OH,US,"Sandusky Perkins HS"
1046138,5,"Carroll","Rodney",62,FR,OL,76,290,"Orange",VA,US,"Hargrave Military Academy (Va.)/Orange County HS"
1046140,5,"Casimos","Michael",70,FR,OL,76,280,"Upper Saddle River",NJ,US,"Don Bosco Prep"
1038368,5,"Chambers","L.J.",85,,,,,,,,
1038369,5,"Cheek","Bryce",29,FR,CB,72,182,"Lewis Center",OH,US,"Olentangy HS"
1030822,5,"Chisholm","Jawon",7,SO,RB,72,210,"Harrisburg",PA,US,"Harrisburg HS"
1016255,5,"Commack","Avis",9,SR,CB,76,200,"Jacksonville",FL,US,"Florida State/First Coast HS"
1030816,5,"Cunningham","Seth",37,JR,CB,72,184,"Medina",OH,US,"St. Edward HS"
1038354,5,"D'Orazio","Zach",11,FR,WR,74,212,"Avon Lake",OH,US,"Cuyahoga Heights HS"
1046121,5,"Davis","Imani",12,FR,WR,70,170,"Miami",FL,US,"Belen Jesuit Prep"
1038394,5,"Davis","Mike",79,FR,DL,75,296,"Powell",OH,US,"Olentangy Liberty HS"
1022884,5,"Dillard","Jerrod",88,JR,WR,76,199,"Adrian",MI,US,"Adrian HS"
1052924,5,"Durant","Martel",34,,,,,,,,
1046136,5,"Easton","Dalton",6,FR,QB,71,192,"Key Biscayne",FL,US,"Gulliver Preparatory School"
1046122,5,"Edwards","Wade",17,FR,RB,70,170,"Seffner",FL,US,"Armwood HS"
1046132,5,"Evans","Dylan",54,FR,LB,74,190,"Nazareth",PA,US,"Pen Argyl Area HS"
1022860,5,"Fleming","Will",18,JR,TE,76,240,"Akron",OH,US,"Archbishop Hoban HS"
1038362,5,"Ford","Bre'",23,SO,S,71,215,"Bethel Park",PA,US,"Bethel Park HS"
1046130,5,"Franco","Steve",5,FR,QB,74,185,"Tyrone",PA,US,"Tyrone Senior HS"
1046123,5,"Freeman","Malachi",20,JR,CB,69,175,"Newark",DE,US,"Nassau CC (N.Y.)/Glasgow HS"
1022881,5,"Frieson","Dee",83,JR,WR,68,170,"Jacksonville",FL,US,"Fleming Island HS"
1046139,5,"Garrett","Varnell",63,SO,DL,75,223,"Cleveland",OH,US,"Collinwood HS"
1053882,5,"Gesell","Adammichael",60,FR,LB,,,,,,
1015207,5,"Gilmer","Troy",5,SR,LB,73,223,"Huber Heights",OH,US,"Wayne HS"
1046143,5,"Goodman","Tyrell",81,FR,WR,75,190,"Yonkers",NY,US,"Archbishop Stepinac HS"
1038358,5,"Graves","Sean",18,JR,S,72,181,"Akron",OH,US,"Valparaiso/Buchtel HS"
1046125,5,"Green","Bryan",30,FR,RB,69,172,"Farmington",MI,US,"Farmington HS"
1038373,5,"Grice","Cody",36,FR,DL,72,256,"Akron",OH,US,"Firestone HS"
1038397,5,"Griggs","J.D.",90,SR,DL,77,273,"Piscataway",NJ,US,"Nassau CC (N.Y.)/Piscataway HS"
1046128,5,"Harding","Daniel",4,FR,QB,75,201,"Nazareth",PA,US,"Nazareth Area HS"
1015917,5,"Hines","Quentin",32,SR,RB,71,189,"Detroit",MI,US,"Cincinnati/Mt. Clemens HS"
1030814,5,"Holmes","Anthony",4,JR,CB,72,187,"Harrisburg",PA,US,"Milford Academy (N.Y.)/Harrisburg HS"
1046147,5,"Horner","Alfonso",96,FR,DL,75,215,"Miami",FL,US,"Belen Jesuit Prep"
1046126,5,"Hundley","Conor",34,FR,RB,70,210,"Hamilton",OH,US,"St. Xavier HS"
1023647,5,"James","C.J.",42,SR,DE,75,245,"Orlando",FL,US,"Colorado State/Colonial HS"
1046124,5,"Jones","D.J.",25,FR,RB,68,195,"Ravenna",OH,US,"Ravenna HS"
1053848,5,"Kennedy","Chuck",41,JR,LB,,,,,,
1015226,5,"Ladrach","Rhyne",84,SR,TE,77,247,"Orrville",OH,US,"Orrville HS"
