"Player Code","Team Code","Last Name","First Name","Uniform Number","Class","Position","Height","Weight","Home Town","Home State","Home Country","Last School"
85454,5,"Alleman","Andy",57,JR,OL,,,,,,
85455,5,"Allen","Alex",3A,FR,RB,,,,,,
85456,5,"Alphonse","Michael",52,FR,LB,,,,,,
85457,5,"Anderson","Brandon",28,FR,DB,,,,,,
85458,5,"Anderson","Zack",78,FR,OL,,,,,,
62905,5,"Arthur","Jabari",12,SO,WR,,,,,,
72936,5,"Bailey","Ryan",5A,SO,LB,,,,,,
85459,5,"Balaam","Al-Teric",47,FR,LB,,,,,,
85460,5,"Balde","Mamadou",4A,FR,WR,,,,,,
85461,5,"Bates","Elliott",51,FR,OL,,,,,,
72937,5,"Benjamin","Jemall",58,SO,LB,,,,,,
56606,5,"Berchie","Frank",31,SO,RB,,,,,,
72939,5,"Biggs","Brett",34,SR,RB,,,,,,
72938,5,"Brewster","Garrett",70,SO,DL,,,,,,
72957,5,"Brown","Chris",24,SO,DB,,,,,,
62907,5,"Butler","Brandon",59,SO,LB,,,,,,
72941,5,"Cecchetti","Jared",55,SO,DL,,,,,,
72958,5,"Cloud","Donte",2,SO,DB,,,,,,
56609,5,"Corner","Reggie",20,JR,DB,,,,,,
45321,5,"Crouch","Tim",72,JR,OL,,,,,,
85463,5,"Dalton","Anthony",80,JR,WR,,,,,,
85462,5,"DeScott","DeAndre",45,FR,DB,,,,,,
56032,5,"Dixon","Yamari",8,SO,DB,,,,,,
85464,5,"Domonkos","Matt",39,SO,K,,,,,,
45322,5,"Donaldson","Mike",73,JR,OL,,,,,,
30078,5,"Elie","Dion",27,SR,DB,,,,,,
85465,5,"Etienne","Rodney",46,FR,DB,,,,,,
60700,5,"Ferguson","John",13,SO,QB,,,,,,
72959,5,"Fife","Doug",86,SO,TE,,,,,,
72960,5,"Flaherty","Brian",15,SO,TE,,,,,,
72961,5,"Fuqua","Stephon",4,SO,DB,,,,,,
85466,5,"Getsy","Luke",16,JR,QB,,,,,,
60701,5,"Giachetti","Jason",49,JR,LB,,,,,,
60702,5,"Gonzalez","Kiki",97,SR,DL,,,,,,
72942,5,"Grant","Kevin",30,SO,LB,,,,,,
72943,5,"Green","Brett",85,JR,WR,,,,,,
45331,5,"Groza","Mark",96,JR,LB,,,,,,
30073,5,"Hein","Justin",76,SR,OL,,,,,,
60703,5,"Henry","Dionte",9,JR,DB,,,,,,
72965,5,"Hildreth","Andy",1A,FR,P,,,,,,
60705,5,"Hixon","Domenik",23,SR,WR,,,,,,
60706,5,"Holley","Jim",64,SO,OL,,,,,,
85467,5,"Holt","Derrick",6A,FR,RB,,,,,,
60707,5,"Howe","Bryan",44,SO,LB,,,,,,
85468,5,"Huebner","Keith",77,FR,OL,,,,,,
85469,5,"Jackson","Carlton",7A,FR,QB,,,,,,
85470,5,"Jackson","Kevin",41,FR,LB,,,,,,
85471,5,"Jacquemain","Chris",11,FR,QB,,,,,,
56033,5,"Johnson","Ryan",26,JR,DB,,,,,,
60708,5,"Kaplan","Scott",75,SO,OL,,,,,,
56593,5,"Kasparek","Kris",84,SO,TE,,,,,,
85472,5,"Kemme","Chris",74,FR,OL,,,,,,
72963,5,"Kennedy","Dennis",3,SO,RB,,,,,,
85473,5,"Kiner","Joshua",98,FR,DL,,,,,,
85474,5,"Laube","Evan",8A,FR,DB,,,,,,
45318,5,"Lewis","Chuck",53,SR,DL,,,,,,
85475,5,"Lindsay","Jermaine",82,FR,WR,,,,,,
85476,5,"Lively","Eric",93,FR,DL,,,,,,
72962,5,"Long","Johnny",21,SO,WR,,,,,,
56595,5,"Mackey","John",19,SO,DB,,,,,,
85479,5,"Marshall","Terricko",90,FR,DL,,,,,,
85480,5,"Martin","John",9A,FR,LB,,,,,,
72946,5,"McDaniel","Joe",33,SO,RB,,,,,,
85477,5,"McMillion","Bryant",35,FR,RB,,,,,,
72947,5,"McNeal","Parris",7,JR,DB,,,,,,
85478,5,"McPherson","Clarence",56,FR,DL,,,,,,
45325,5,"Montgomery","Jason",81,SR,WR,,,,,,
56596,5,"Nedd","Jason",37,SR,DB,,,,,,
85481,5,"Nelson","Willie",3B,JR,DB,,,,,,
56597,5,"Pace","Chevin",10,SO,DB,,,,,,
72948,5,"Patterson","Marcus",1,SO,WR,,,,,,
85482,5,"Pendleton","Wallace",91,FR,DL,,,,,,
85483,5,"Poindexter","Merce",83,FR,TE,,,,,,
45332,5,"Reid","Jermaine",99,JR,DL,,,,,,
72966,5,"Rice","Brian",38,JR,LB,,,,,,
30048,5,"Ringer","Jerell",40,SR,RB,,,,,,
45310,5,"Rohr","Jay",32,SR,LB,,,,,,
85484,5,"Samuel","Antonio",25,SO,DB,,,,,,
85485,5,"Scales","DeLorean",62,FR,OL,,,,,,
56600,5,"Schepp","Mike",68,SO,OL,,,,,,
85486,5,"Schuller","Todd",92,FR,DL,,,,,,
60714,5,"Shargots","Scott",79,SO,DL,,,,,,
85487,5,"Sharps","J",88,FR,WR,,,,,,
85488,5,"Siler","Ray",50,SO,LB,,,,,,
45303,5,"Spaulding","Richard",22,SR,DB,,,,,,
72953,5,"Stokes","Brion",43,SO,LB,,,,,,
45302,5,"Sullivan","Billy",14,SR,K,,,,,,
60716,5,"Swiger","Jason",36,SR,K,,,,,,
85489,5,"Tate","Devanzo",5,SO,DB,,,,,,
66540,5,"Team","Team",,,,,,,,,
85490,5,"Truax","Craig",65,FR,OL,,,,,,
85491,5,"Tuzze","Joe",42,FR,RB,,,,,,
85492,5,"Uziel","Scott",87,FR,TE,,,,,,
62906,5,"Vaughns","Vince",6,SR,DB,,,,,,
72956,5,"Walker","Andre",29,SO,RB,,,,,,
45315,5,"White","Brian",48,SR,DL,,,,,,
72964,5,"Williams","Brandon",17,SO,WR,,,,,,
72954,5,"Williams","Doug",54,SO,DL,,,,,,
45320,5,"Wills","Andy",63,JR,OL,,,,,,
85493,5,"Zalewski","Bennet",18,FR,DB,,,,,,
85494,5,"Zetts","Tim",1B,FR,QB,,,,,,
45375,8,"Adams","J.P.",67,JR,DL,,,,,,
45363,8,"Anderson","Mark",47,SR,LB,,,,,,
73050,8,"Aul","Jeffrey",1A,JR,P,,,,,,
73051,8,"Ballard","Justin",39,JR,DB,,,,,,
63,8,"Barger","Danny",85,JR,WR,,,,,,
73052,8,"Bennett","Kyle",48,JR,RB,,,,,,
73053,8,"Bragg","Joey",67,SO,OL,,,,,,
73054,8,"Britt","Justin",50,SO,DL,,,,,,
73055,8,"Britt","Taylor",52,SR,OL,,,,,,
45336,8,"Brooks","Brandon",5,SR,WR,,,,,,
73056,8,"Brown","Dawson",62,SO,OL,,,,,,
73057,8,"Brown","Keith",81,SO,WR,,,,,,
73059,8,"Caddell","Matt",11,SO,WR,,,,,,
73060,8,"Caldwell","Antoine",59,SO,OL,,,,,,
73061,8,"Capps","Chris",72,SO,OL,,,,,,
73063,8,"Carter","Marcus",20,SO,DB,,,,,,
73064,8,"Castille","Simeon",2,SO,DB,,,,,,
76551,8,"Castille","Tim",19,JR,FB,,,,,,
76550,8,"Christensen","Jamie",86,SO,PK,,,,,,
45387,8,"Clark","Jeremy",99,JR,DL,,,,,,
45373,8,"Closner","J.B.",74,SR,OL,,,,,,
84905,8,"Coffee","Glen",38,FR,RB,,,,,,
1030727,8,"Collins","Jake",3A,SR,WR,,,,,,
73067,8,"Collins","Matt",56,SO,LB,,,,,,
30138,8,"Croyle","Brodie",12,SR,QB,,,,,,
45346,8,"Darby","Ken",34,JR,RB,,,,,,
73068,8,"Davidson","Trent",80,SO,TE,,,,,,
73069,8,"Davis","Cody",75,SO,OL,,,,,,
84912,8,"Davis","Marlon",76,FR,OL,,,,,,
73070,8,"Dawson","Curtis",48,SO,LB,,,,,,
87259,8,"Denniston",,9A,,,,,,,,
73071,8,"Duke","Derrick",65,SO,OL,,,,,,
73072,8,"Dukes","Jeffrey",3,JR,DB,,,,,,
73073,8,"Earnest","Barrett",90,SO,TE,,,,,,
73074,8,"Emfinger","Nick",69,SO,OL,,,,,,
45367,8,"Ewing","Von",60,SR,OL,,,,,,
45349,8,"Garth","Juwan",42,JR,LB,,,,,,
73076,8,"Gilberry","Wallace",92,SO,DL,,,,,,
73077,8,"Gordon","Patrick",35,SO,WR,,,,,,
73078,8,"Gray","Eric",36,SO,DB,,,,,,
84910,8,"Greenwood",,93,,,,,,,,
73079,8,"Griffin","Rudy",90,SR,DL,,,,,,
73080,8,"Guillon","Marc",18,JR,QB,,,,,,
73081,8,"Hall","Dj",22,SO,WR,,,,,,
45348,8,"Harper","Roman",41,SR,DB,,,,,,
45382,8,"Harris","Chris",91,JR,DL,,,,,,
84909,8,"Hoke",,89,,,,,,,,
84903,8,"Horn",,17,,,,,,,,
73082,8,"Jefferson","Al",68,SO,OL,,,,,,
73083,8,"Johns","Aaron",28,SO,RB,,,,,,
61,8,"Johns","Jimmy",10,FR,RB,,,,,,
73085,8,"Johnson","Justin",54,SO,DL,,,,,,
64,8,"Johnson","Rashad",49,FR,DB,,,,,,
45381,8,"Johnston","Clint",49,SR,TE,,,,,,
73084,8,"Jones","Terrence",55,JR,LB,,,,,,
84904,8,"Keys",,32,,,,,,,,
73086,8,"Kilpatrick","Bryan",30,SR,DB,,,,,,
45350,8,"King","Juke",45,SR,LB,,,,,,
73087,8,"Knight","Ezekial",84,SO,WR,,,,,,
73088,8,"Lane","Drew",95,SR,OL,,,,,,
73089,8,"Lee","Dominic",96,JR,DL,,,,,,
45362,8,"Long","Allen",46,JR,DL,,,,,,
84900,8,"Madison","Anthony",9,SR,CB,,,,,,
73090,8,"McAway","Brandon",39,JR,RB,,,,,,
84908,8,"Mccall","Travis",83,FR,TE,,,,,,
73091,8,"McClain","Le'Ron",33,JR,RB,,,,,,
73092,8,"McDaniel","Aaron",25,SO,DB,,,,,,
45377,8,"McKnight","Marcus",82,JR,WR,,,,,,
45343,8,"McLain","Greg",31,SR,TE,,,,,,
45351,8,"McLaughlin","Mike",46,SR,K,,,,,,
45335,8,"Miller","Matt",37,SR,WR,,,,,,
73093,8,"Milwee","A.J.",9C,SO,WR,,,,,,
86883,8,"Mitchell",,16,,,,,,,,
73094,8,"Moon","Justin",73,SO,OL,,,,,,
73095,8,"Nall","Brent",53,SO,LB,,,,,,
73096,8,"Nance","Earnest",57,SO,LB,,,,,,
73097,8,"Oakley","Will",7,SO,WR,,,,,,
45344,8,"Pennington","Spencer",13,SR,QB,,,,,,
45342,8,"Peprah","Charlie",26,SR,DB,,,,,,
73098,8,"Prothro","Tyrone",4,JR,WR,,,,,,
